gene_symbol,logFC,adj_pvalue
HCG4,-0.3503467153544033,0.0160131434400611
LIMS2,-0.2869844525126499,0.016019411407588533
DEGS1,-0.32457457595577566,0.016030637688602897
TPM1,-0.3930121601151928,0.01603637903962041
C1orf218,-0.2694198987933145,0.0160617425503843
ARL2,-0.3122648498446061,0.01607780308979203
CNNM3,-0.26862388302388407,0.016083540592836103
MKLN1,0.3281358309157074,0.016088271981145246
ECT2,-0.34089196903752317,0.016119271952023874
NCOA6,-0.30908623790097955,0.01613270285120812
RFPL4A,-0.3165583306971662,0.01615826663967622
SH3BP5L,-0.29397433611083823,0.016160182087484046
GPR180,-0.2846672071131895,0.016178162913787195
FASTK,-0.3551667421734903,0.016193611162867123
HOXA9,-0.32705126205070734,0.016202077185534798
LOC646785,0.3313741946543072,0.016222607316161954
TMEM99,0.2714054818252958,0.016229324989803444
DVL1,-0.2778648109528845,0.016234630247189855
LOC646135,-0.29879122153871496,0.016243658264929576
CCNE1,-0.2822094449441792,0.016253879177167377
C1orf212,-0.2981701359031126,0.016286442746931352
EXOSC1,0.3081648439254643,0.01628744917037665
HIST2H4A,0.34865151297841024,0.016308314005571742
LOC100132918,0.2790613063250724,0.016326000660052915
TAF6,-0.2791018477133864,0.016351435437619435
GNL1,0.2690468395736385,0.016364373065392693
ALDH4A1,0.33111392186517286,0.016364566449078886
ALKBH7,0.334734452645268,0.01636539608491903
PTPN12,0.2699215924527234,0.016413822997318174
HNRPA1L-2,-0.3208149167081089,0.016417062667507698
ARHGEF19,0.2682713363177154,0.01646151557093319
LOC285053,-0.33741262713942,0.016486845194419543
SPATA2L,-0.278976865728378,0.016501044640215984
NCRNA00120,-0.27683321459240773,0.01651354118562201
LOC731950,-0.28210906340879305,0.016524042040697844
SPSB2,0.321181637091728,0.01652516717608836
PUS7L,-0.2619146533989474,0.016577564239479214
VHL,0.2773635052114578,0.016582930074790343
FIBP,0.3283756513400249,0.016583435599850625
FAM13B,0.2611605478544998,0.016636652218068638
ZNF174,0.2979174824211057,0.01665311211644034
FSD1,-0.2844802311432346,0.016673038581401227
GTF3C6,0.3126567900074164,0.016681800050348063
SNTB2,-0.28960521180221477,0.016702501729797682
TAX1BP1,0.2817887648166373,0.01670307594499171
FGF11,-0.33714073245064746,0.016730604800569662
MAPKAP1,0.295488548123247,0.016760244009127456
ANKRD47,0.31615745271875717,0.01676198863723044
TSR2,-0.27729990277128813,0.016763264397577752
PSMC3IP,-0.28429949460899717,0.016766339991548886
STYK1,-0.3796953777956009,0.016773826648372354
LOC100134304,-0.2682554181227026,0.016801217942565203
COPS3,0.2659015036457415,0.016841088323069634
DKFZp761P0423,0.32918242447753343,0.0168420670604676
ANXA7,-0.2767789794651314,0.016848577889269203
MICAL1,0.28908777704393795,0.016861579156105803
RHOBTB1,0.3108292296383226,0.016873267511592956
ZDHHC18,-0.29996435249305087,0.01690691143363623
SERPINB1,-0.33501836585294864,0.016917955397294834
EPHA4,0.26066755000382447,0.016937252186155653
FBXO46,-0.3020844302454151,0.016949101583944873
RPAIN,0.2611994091139387,0.016964108799476203
HSPC268,0.33319597098014064,0.016965827279785677
C19orf52,0.26760781413447177,0.01698163348792927
MAD2L1BP,-0.2968537964589544,0.016988221986345003
LOC440518,-0.3439926510678193,0.01699915689085638
DNAJC10,0.28522352244332616,0.017005334055343085
PPM1G,-0.303087287230694,0.01701791966784744
DYRK2,0.25933856812081757,0.017034544693904228
PRDX2,0.28072230751430105,0.017047988906075225
FAM10A4,0.28065084784859984,0.017081037907410453
NEFH,0.26836173642663574,0.017108942819190526
LOC729236,-0.28326935379521423,0.01713428173744667
ATAD1,0.27990762142436054,0.017163977262516217
BNIP3,-0.4757923020160888,0.01716612331932995
C21orf57,0.26736052122252296,0.01717660289822042
PLAUR,0.27999226243830044,0.01719274319446615
TMUB2,0.26765369260273175,0.017216842071259796
AHI1,-0.31927409758409286,0.017229879303417607
HNRPA1P4,-0.30965262456926546,0.017269819887530357
C21orf58,-0.2780010529267285,0.017289598559026568
LOC100128936,-0.281398711616232,0.01730559946147238
BRD7,0.26215252974396464,0.017315698253873208
DCLRE1B,-0.2757008067978708,0.017326454715732763
FAHD2A,-0.30565088938831586,0.01736155320200596
GGH,-0.32446074792096624,0.017381595059860706
MIR1204,0.27638448489346423,0.01738284226899206
CABLES2,-0.32403233762308936,0.017385854559399633
MAP4K4,-0.277532324487499,0.017415730376308457
RPL36A,-0.30319951089959396,0.01742395428871691
HIATL1,-0.2633898734971769,0.01743549749446243
ANXA1,-0.25994227530561353,0.017454662510630166
MAPK6,-0.26326239637036863,0.017528135122556236
LOC723972,0.27559907029217,0.01755387614216901
PRLR,0.2727760099547334,0.01760154388730139
ZHX2,-0.2713742950284397,0.017607879449100056
RHPN2,0.272462874710488,0.017615762654788193
LOC728448,0.2938824711714094,0.01762387269528038
AGXT2L2,0.32862847877784684,0.017635331033833874
LOC100129195,0.7274871957390481,0.01765084526009153
PHOSPHO2,-0.31852453049841056,0.01765686144196001
RENBP,0.6258004572292339,0.017680481787173977
PLEKHG1,0.36231848517724696,0.01768688709540034
CBX7,-0.29517081026323666,0.017727246291056587
RNF10,-0.3904363096774377,0.01775175583125545
MSH3,0.31884313079775595,0.017754696740135
CAMK2G,0.26509125784103027,0.01776851902954034
SCML1,-0.3572993354137033,0.017800203058776467
LMO4,0.33080564206059293,0.017801007064386424
FBXO32,0.4118443079592211,0.01781804698422517
ZBED4,0.26596448675094386,0.017836030251207505
UBL4A,-0.30234093533928075,0.017841819529915304
GAGE12I,0.307448578833867,0.017877290187157658
FAM119A,-0.26327066300296664,0.017892353767958447
XPR1,0.28421329715780175,0.017900698003771812
LOC643401,-0.29569605196595994,0.01796753016746499
RNASE4,-0.327109825783821,0.01797321823446518
NEK10,-0.2884272389661078,0.017988122163791077
HDGF,-0.2916057670001315,0.01801223020850815
RFP,-0.285967738162201,0.01805144896056875
TMEM49,0.26085408311064384,0.018055396262531345
ARMCX5,-0.27224983961450366,0.018068102078319617
BCAP29,0.2727295954691833,0.018084495470213516
KLHL24,-0.2983454976233997,0.018087059987542987
KCNQ3,-0.27625470887376125,0.01810282846843483
DRAP1,0.25912416382294623,0.0181053735768409
ASCC3,0.28969066386326237,0.018131083684906662
NOP14,0.321198407376043,0.018145738537820737
ADK,0.26151762726991823,0.0181996583633667
GADD45B,-0.3627006675346518,0.01820383086960376
TBC1D2,0.3121180558347625,0.01823256471147596
GAGE12G,0.3113587998855891,0.018234873502965904
PAICS,-0.2704187637481841,0.01825594680512378
PIGO,0.2685333246507078,0.018260011960560117
PSMD12,0.37998267544638153,0.018260028463947142
UBE2J1,-0.26797928748374744,0.018263041126389698
BMP2K,0.2761325504544798,0.018267050090379232
ARHGAP17,-0.2919355299791997,0.018278957471272783
C14orf167,0.2766166200518443,0.018339241541101784
BAIAP2L1,0.27464095061536575,0.018354137116753776
LSM1,-0.27559278927130215,0.018365072491922606
DHFRL1,0.2738787776898093,0.018370521588672122
NAGLU,0.2827605895273786,0.01838227379165008
TCAM1,-0.27686686826862505,0.018391085791613075
BIN1,-0.2678049046806734,0.01839933078025229
IQSEC1,0.2992106881096568,0.018422260663414798
CCDC85B,0.28127843125263574,0.018422778139032786
DSE,0.2763864332132737,0.018429064572051693
LOC100128056,-0.3377260491333134,0.018433227809840504
NBPF15,0.3138981136299641,0.018452917470750733
SNORA18,-0.29006019429731644,0.018453321374356093
RETSAT,0.31844281072327263,0.01846258855666541
RIPK5,-0.28579680834372123,0.01847588295582296
ANGPTL2,-0.26360307811865,0.01849685884596232
TMEM183A,-0.2582369051305289,0.01854919882000154
LOC388556,-0.31568442358106985,0.01855088722906944
PRKCZ,0.3104712055157055,0.018555418455337952
LOC645586,-0.26222948895363807,0.018568309940069905
WDFY2,0.2751436923996611,0.01857561833029866
C2orf76,0.2864584973102291,0.018577913487671845
FBXO45,-0.3045420378172192,0.018597801838506442
DDX12,0.31859823715399926,0.01864513396315114
FBLN1,-0.2864867645720377,0.018654732597970305
VASP,-0.2598334457577218,0.018672793848176227
FAM160B1,0.2950842118633279,0.018678809244760102
SSBP2,0.3302360698727771,0.01868793942417792
ACSL3,-0.27663019465230754,0.01868807376639627
RPS19BP1,0.26194282803884583,0.018706404194447395
KRT75,-0.3352943260886203,0.018725438392145938
PRKCZ,0.27847083206045475,0.018727701509256647
LOC387841,-0.2975808161766391,0.018741143284503336
SLC41A3,-0.2686971895749508,0.018746213919460453
C20orf29,-0.3073561433832186,0.018762219619111745
GTF2A1,-0.26123699512860554,0.01879862134444716
NR2C2AP,0.27774645226110195,0.018802779624067647
ACBD3,0.3034783446469316,0.018803765439291388
KLF6,-0.3227077099908442,0.018808365340835766
MYL2,-0.4918091403542242,0.018828659450007036
SNX13,0.2757616068714519,0.018853255804517334
APTX,0.2655526125049317,0.01888232167738083
TBC1D14,-0.2577932425038991,0.018885915634067035
IGFL3,0.41899419412482164,0.018914672764333312
CSNK2A2,0.2651348520058949,0.01896085807788555
DPH2,-0.35909962575010734,0.018980466789980964
CENTG3,0.2750259065545917,0.01900009464199601
PANK3,-0.2561596825624459,0.019004213418945
ORAI1,-0.26173256020009106,0.019009820121654593
PKP2,-0.28397576018644166,0.01902376692355072
SLC25A23,-0.35090523694215925,0.019027763365350104
ARL16,0.3180147187579756,0.019030386034614447
CCDC88A,-0.2663231408028972,0.019086605645492426
ERICH1,0.2710647426992976,0.01909809013691486
FUT8,0.4347178659948945,0.019101492443032424
USP16,0.26265534526365997,0.01915183308579081
CXorf15,0.2709654448355767,0.019166212198954032
C18orf56,0.3519657050919136,0.019175488173267745
BAT3,0.29918325555052583,0.0191777052706875
PLXDC2,0.33629187382923664,0.01918290413184746
MTX1,0.27446642888782513,0.019216004471280183
WRN,0.2614089060479934,0.01921637287817021
CCT7,0.26723323000310906,0.01926731530257179
LOC392437,-0.5004981871952037,0.019272448548459987
LOC642458,0.29124662550091074,0.01927343096255407
SEC22B,-0.2707312220233433,0.019281445657056317
AVPI1,0.5251146501181392,0.01928436860508668
CFL2,-0.2942200495064391,0.019309071483167465
P76,0.3115118847483149,0.019320936681065434
RFC1,-0.27650542188213567,0.01932203430808181
LOC727751,-0.2807603627218773,0.019330750595291657
CTR9,0.25870985205535746,0.019371890249345346
TOMM70A,0.2737560906554055,0.019375745269803745
LOC392787,-0.35332930306271315,0.01938786402951044
BAIAP2,-0.26046451486455346,0.019398763887839583
HIATL1,-0.2584510302212575,0.01940522383633204
QKI,-0.29128438827541636,0.019470599002106685
KIR2DL1,0.279211108910971,0.01948996330449855
ST6GALNAC4,-0.28284897083681315,0.019492124137432426
C3orf26,0.3048121518207356,0.019509101021081502
LOC645715,-0.3061431011761844,0.019509872610583203
INTS12,0.2603902370829605,0.019527885418461694
FBXO11,0.29416455701808,0.019539580635332135
TMEM5,0.3305810147862349,0.01954247378309898
CBX4,-0.29091242235280745,0.019555398330004657
ERCC3,0.2606725793858615,0.01958959309377564
SUMF1,0.29833014674284186,0.019627343899013914
PPAPDC1B,-0.28703413955032886,0.019632739695421772
RIC8A,-0.27151883341061733,0.019642615025964448
MTCP1,0.27067454077604225,0.019660262554268736
NFX1,0.26605108103836983,0.0196608332710686
DCP2,0.34703044166244723,0.01966550097577066
CHMP6,-0.31244276702680907,0.01967662173446592
GLB1,-0.30533724060652645,0.019688268278758858
MIR599,-0.2651963842396583,0.01969652562490285
FEZ1,0.27580919598426057,0.019717774507411287
GSTM2,-0.3278806275234061,0.019729919485679724
MED22,-0.2767651926325918,0.01973059341995686
HNRNPR,-0.34078973988991557,0.019765046430996688
NOTCH2,-0.33404779732047807,0.019765924742482434
KIF2C,-0.29804743519589216,0.01976786539642925
ELK3,0.2625932781095184,0.019818225217592734
CDKN1B,-0.379567523846303,0.019820099756715247
C12orf48,-0.3721375888512277,0.019850399361022602
CLEC2B,-0.2996045252275721,0.01988158218708689
ZNF7,0.26579344199963373,0.019882537241201554
LIG1,0.27037576703492583,0.019909132306981228
HIST1H4C,-0.5237071293239648,0.019912103956493756
GSDMD,-0.28141258034633765,0.01993554207366035
LOC646836,-0.3704806510114125,0.019942939079000754
AP2B1,-0.27092189421002644,0.019951882754087234
LOC100134711,-0.28231608689408993,0.019962670658763938
ZWINT,-0.3081562786219898,0.01997034065284953
INPP5B,0.2659867278088104,0.020021202733617627
BOLA2,0.27136280640868904,0.020038261526754458
CD47,-0.2650955548704417,0.020064729289224086
CABIN1,-0.27484960321378615,0.02010105134090263
PUS1,0.30937114201096527,0.020154217122557477
MAGEA4,-0.26527581147257706,0.02016792958087013
POLE2,-0.3296096890133793,0.020178615697127276
LOC100133950,0.2773086912779785,0.020228910629443788
ST3GAL4,0.28353379686640423,0.020232131601156198
CCNE1,-0.27383278173209824,0.020251649733544812
FBXW11,0.2764901833828457,0.02026160160523329
CTDSPL2,0.26430058146593893,0.0202640081527098
EP300,0.35943932347293917,0.020293803331823006
TPI1,-0.2672304343352909,0.020294920295953124
PTPLB,-0.2916811102216865,0.02030387478396099
LOC729298,-0.3176904328000063,0.020307548250549038
DPY30,-0.3222156268281262,0.020309724406664013
TRIM21,-0.3061262964012581,0.020314225775943707
FBXO46,-0.2527910226853214,0.020325393825540786
LOC729500,-0.28351711865166074,0.02033548033651382
RBM5,0.2996017780253819,0.020343155301458214
ATP5G2,0.27926056111046105,0.02036243213028752
LOC401847,0.3245822586538356,0.02037658597788781
TLCD1,0.2680202657643118,0.02037738714054378
TSPAN31,-0.2819223724931792,0.020380912594977096
PLAUR,0.28910984192671485,0.02044952765557644
LOC144438,-0.260106079523271,0.020454955351589848
TMEM136,-0.269830504955495,0.02046637654854886
WDR51A,-0.30583296461319875,0.020469625884247233
LOC100132742,-0.2768369512795541,0.020484841981302866
LOC728037,-0.27869297259050363,0.020515655486152935
LOC647307,-0.31459395306888993,0.020516013339835625
FNIP1,0.34266976510594915,0.020523183759730335
CCNI,0.2685781397814271,0.02055614811743231
TM9SF2,0.2687763945736332,0.020557413617333122
MTA3,0.30182401921732804,0.02055922562084249
PRICKLE1,-0.3130807296550149,0.02056349745657452
RHOBTB3,-0.26998397907233773,0.020588313104444755
BCL3,0.28773150646300394,0.02060023837598231
UBA52,0.25922316842067694,0.020606678571640346
MAP2K3,-0.2832600008170818,0.02064624634422012
NGLY1,0.253360910458019,0.02066942605434974
GAGE2A,0.3379240899561573,0.020675556030065
DOCK3,-0.34417647912583593,0.020683277837881174
PPIL3,0.28284184259037914,0.020717876637070764
RHEB,-0.2599811823351441,0.020768853213483648
PRKAG1,0.27891903337315327,0.0207950684676155
LOC649260,-0.29043040559688205,0.020826018357702474
TADA3,0.34688978259183223,0.020830290823298313
LOC286208,0.26656476184763456,0.020838134530186552
LOC100133931,-0.25143195332499246,0.020846701563543575
C20orf11,-0.25617150492968044,0.020863236968941316
NAPG,0.3379282994563706,0.02089051503565083
SDC4,0.2751491757839428,0.020949183241044337
LOC283932,0.25895421705712796,0.02095798863306245
AFMID,-0.3232215340406768,0.0209801903654457
SHOC2,0.28390331373334377,0.020994891577592007
SEH1L,0.26474793725475365,0.021000460354027986
IFI6,-0.3128777635253357,0.021004423170213678
MGC10997,-0.25832659850678397,0.02105711199690292
ARNTL,-0.3207712762166963,0.02106787656690811
C5orf44,-0.26133543076079224,0.021116167869123764
C2orf27A,0.27731409753798353,0.021154482507750885
ANKRD37,-0.4654821941690548,0.0211842016189094
NCK2,0.3426922227180622,0.021184808423673866
C7orf26,-0.2538833487605672,0.021195139601689665
TPX2,-0.33824809912356457,0.021204316999580648
GAGE6,0.2665146472324089,0.02122421072263526
LOC392437,-0.39866418011253124,0.02125391940795499
COPE,0.33200100113261577,0.02126490395940579
BOP1,0.297524795761289,0.021282871291761075
KIAA0406,-0.2870043906496047,0.02133906028199773
TLK2,0.28079636807994035,0.02137758295343024
RNASE4,-0.28372442120900576,0.021384081160689912
CISD1,-0.2801072601040673,0.02138753939710864
LOC728153,-0.28787625953689755,0.021414685504201558
RPL13,0.31975790427628326,0.021452801214659742
C19orf43,0.26356976354091266,0.021463602587134614
TOR3A,0.3192992231888958,0.021477260780994285
HSPH1,0.2726178671340982,0.021483639108552277
ATP11C,0.3033994107553344,0.021509403461352248
SCAMP2,0.2694199094251344,0.02154895103893825
LOC100130179,-0.3010518028320446,0.021559306325234028
SVIL,0.2873776936126671,0.021577330549306176
SSR4,0.27977117336481605,0.021602778024740418
GPHN,0.2882431328045545,0.02161426192621582
C19orf70,0.2852540217011761,0.021640483330379674
FNDC3A,-0.2978545972615736,0.021669866373174685
VPS4A,0.28337743387908,0.021680685520384005
SNAP25,0.2516488482372754,0.021801731511975925
KCTD2,-0.28690344366061993,0.02181319823112398
TMEM8,0.2735267231016181,0.021818150220112898
ZNF14,0.34301617266648243,0.021819531876243498
CHURC1,-0.2627441695192143,0.02184806513080438
C12orf11,0.26751950463079677,0.021857927033680023
LOC653583,0.26653921856952856,0.021858478705561107
RHOT1,0.28936343560877464,0.021867467166379505
CMTM3,-0.2622144454423587,0.021873784293123637
ARF3,-0.43512990877606406,0.021877502919879038
NCRNA00162,0.3294753804702202,0.021908848044530457
CHMP5,0.25995252842860594,0.021955262590436467
KCNA2,-0.29669482923185964,0.021963466527862328
LOC650826,-0.2645197217681021,0.021972813902916503
SPTLC1,-0.26658810005306677,0.021985733084476468
LOC100129958,-0.40071481268759435,0.022110511431198614
KLHL12,0.2792956106271234,0.02215579541744593
GAS2L1,0.2728136508935952,0.022161140990198794
PAICS,-0.30023743012437976,0.022169782660787556
C21orf84,-0.25991815084926184,0.022221778432402323
C11orf54,0.2777949745157029,0.022251304753596157
EIF3B,-0.2709124964190721,0.022286889327384218
HBP1,0.3216340206356172,0.02231331891079497
GALNS,0.2533167423140963,0.022314928823991515
GPR87,0.2625612526305581,0.022316123971078464
SGOL1,0.2933642043338711,0.02232260378858887
LOC654174,0.24580646578698406,0.02238178199153011
PSMD10,0.27947825657395065,0.022388804575960933
ARPC5L,0.27285138176837975,0.022395395451051923
ACVR1,0.27868556467587347,0.022401354653298462
MGP,-0.28343357233335276,0.02240588930475114
VEGFB,0.35984714596500567,0.022407849025783338
C1orf53,0.2606710639815599,0.02242444256042572
BTBD7,0.2854539520559509,0.02243086887310175
LOC100132948,-0.25472674016416175,0.02243311864391257
LMNA,0.271547605931735,0.022448312813643092
